time,PV power,Direct-in-plane,Sun Height,Air Temperature,Wind speed
20201010:1111,263.71,316.27,28.88,11.22,5.45
20201010:1211,374.91,444.22,30.55,11.77,5.03
20201010:1311,451.08,533.38,29.52,11.96,4.97
20201010:1411,196.15,241.66,25.94,11.45,3.79
20201010:1511,450.6,534.24,20.25,11.15,4.07
20201010:1611,171.6,217.56,13,10.72,4.41
20201010:1711,17.34,36.69,4.71,10.35,3.66
20201010:1811,0,0,0,9.98,3.31
20201010:1911,0,0,0,9.82,3.38
20201010:2011,0,0,0,9.64,3.24
20201010:2111,0,0,0,9.42,3.1
20201010:2211,0,0,0,9.19,2.97
20201010:2311,0,0,0,9.13,2.9
20201011:0011,0,0,0,8.96,2.76
20201011:0111,0,0,0,8.45,2.55
20201011:0211,0,0,0,7.99,2.41
20201011:0311,0,0,0,7.6,2.28
20201011:0411,0,0,0,7.19,2.21
20201011:0511,0,0,0,6.95,2.07
20201011:0611,0,0,0,6.71,1.86
20201011:0711,0,1.66,2.36,6.54,1.72
20201011:0811,110.53,142.88,10.8,6.72,1.45
20201011:0911,107.75,140.26,18.32,8.37,1.38
20201011:1011,416.11,496.64,24.41,9.75,1.52
20201011:1111,485.69,584.61,28.53,10.87,1.72
20201011:1211,0,0,0,11.65,1.38
20201011:1311,595.14,734.86,29.14,12.08,1.17
20201011:1411,554.78,681.25,25.56,12.27,1.17
20201011:1511,431.49,526.34,19.88,12.35,1.1
20201011:1611,210.73,268.46,12.64,12.19,1.24
20201011:1711,3.75,13.47,4.37,11.72,1.03
20201011:1811,0,0,0,10.8,1.31
20201011:1911,0,0,0,9.72,1.66
20201011:2011,0,0,0,9.3,1.72
20201011:2111,0,0,0,9.02,1.86
20201011:2211,0,0,0,8.94,2.07
20201011:2311,0,0,0,9.1,2.41
20201012:0011,0,0,0,9.13,2.48
20201012:0111,0,0,0,9.3,2.69
20201012:0211,0,0,0,9.51,2.55
20201012:0311,0,0,0,9.78,2.41
20201012:0411,0,0,0,10.18,2.28
20201012:0511,0,0,0,10.77,2.76
20201012:0611,0,0,0,11.19,3.86
20201012:0711,0,2.49,2.09,11.07,3.93
20201012:0811,30.62,50.85,10.52,10.92,4
20201012:0911,242.07,291.1,18.02,10.81,4.07
20201012:1011,365.16,430.05,24.08,11.06,5.17
20201012:1111,469.1,552.52,28.17,11.39,5.03
20201012:1211,443.48,524.65,29.8,11.87,4.76
20201012:1311,551.81,654.04,28.76,12.15,4.97
20201012:1411,237.44,287.98,25.18,12.16,4.9
20201012:1511,311.93,372.54,19.51,11.82,4.76
20201012:1611,77.17,107.55,12.29,11.58,4.76
20201012:1711,7.09,19.65,4.03,10.9,4.34
20201012:1811,0,0,0,10.12,3.93
20201012:1911,0,0,0,9.21,4.14
20201012:2011,0,0,0,8.85,3.93
20201012:2111,0,0,0,8.51,3.72
20201012:2211,0,0,0,8.4,3.59
20201012:2311,0,0,0,8.02,3.52
20201013:0011,0,0,0,7.82,3.45
20201013:0111,0,0,0,7.8,3.45
20201013:0211,0,0,0,7.78,3.59
20201013:0311,0,0,0,7.96,3.86
20201013:0411,0,0,0,7.84,3.93
20201013:0511,0,0,0,7.91,4
20201013:0611,0,0,0,7.84,3.86
20201013:0711,0,2.49,1.82,8.06,3.59
20201013:0811,236.85,285.95,10.23,8.27,3.45
20201013:0911,187.33,228.67,17.71,8.99,2.97
20201013:1011,410.4,482.14,23.75,9.85,3.86
20201013:1111,76.78,105.96,27.81,10.7,4.76
20201013:1211,197.63,242.71,29.43,11.04,4.76
20201013:1311,476.59,563.59,28.38,11.63,4.55
20201013:1411,111.48,146.25,24.81,11.68,4.34
20201013:1511,277.85,333.9,19.15,11.7,4.34
20201013:1611,60.38,87.52,11.94,11.41,4.14
20201013:1711,2.3,10.78,3.69,10.86,3.86
20201013:1811,0,0,0,10.42,3.86
20201013:1911,0,0,0,9.39,3.86
20201013:2011,0,0,0,9.05,3.79
20201013:2111,0,0,0,8.79,3.72
20201013:2211,0,0,0,8.5,3.72
20201013:2311,0,0,0,8.28,3.72
20201014:0011,0,0,0,7.94,3.72
20201014:0111,0,0,0,7.71,3.66
20201014:0211,0,0,0,7.56,3.59
20201014:0311,0,0,0,7.41,3.52
20201014:0411,0,0,0,7.41,3.52
20201014:0511,0,0,0,7.76,3.52
20201014:0611,0,0,0,7.87,3.38
20201014:0711,0,0,0,8.22,3.24
20201014:0811,115.98,149.74,9.95,8.59,3.1
20201014:0911,28.96,48.49,17.4,9.24,2.41
20201014:1011,85.21,115.61,23.42,10.18,2.9
20201014:1111,52.82,78.12,27.45,11.46,3.72
20201014:1211,273.33,330.82,29.05,12.54,3.52
20201014:1311,302.45,365.59,28,13.2,3.24
20201014:1411,609.34,740.91,24.44,13.42,2.9
20201014:1511,354.42,428.61,18.79,13.52,2.83
20201014:1611,215.77,275.53,11.59,13.24,2.41
20201014:1711,10.86,28.26,3.35,12.15,2.21
20201014:1811,0,0,0,10.92,2.21
20201014:1911,0,0,0,9.62,2.21
20201014:2011,0,0,0,8.94,2
20201014:2111,0,0,0,8.32,1.86
20201014:2211,0,0,0,7.83,1.72
20201014:2311,0,0,0,7.47,1.72
20201015:0011,0,0,0,6.25,1.72
20201015:0111,0,0,0,5.71,1.66
20201015:0211,0,0,0,5.21,1.59
20201015:0311,0,0,0,5,1.52
20201015:0411,0,0,0,4.78,1.52
20201015:0511,0,0,0,4.86,1.52
20201015:0611,0,0,0,4.88,1.59
20201015:0711,0,0,0,5.51,1.59
20201015:0811,264.92,318.88,9.66,6.7,1.31
20201015:0911,176.54,217.69,17.1,8.88,1.17
20201015:1011,199.76,245.49,23.09,10.16,1.45
20201015:1111,260.63,315.48,27.1,11.03,2.21
20201015:1211,550.25,664.24,28.68,11.54,2.28
20201015:1311,24.38,43.1,27.62,11.86,2.28
20201015:1411,85.6,117.16,24.07,12.22,2.28
20201015:1511,72.3,101.55,18.43,12.15,2
20201015:1611,51.38,77.03,11.25,11.87,1.59
20201015:1711,0.99,8.08,3.02,11.03,1.45
20201015:1811,0,0,0,9.92,1.66
20201015:1911,0,0,0,8.94,1.66
20201015:2011,0,0,0,8.2,1.66
20201015:2111,0,0,0,7.52,1.72
20201015:2211,0,0,0,6.85,1.66
20201015:2311,0,0,0,6.18,1.59
20201016:0011,0,0,0,5.76,1.59
20201016:0111,0,0,0,5.35,1.72
20201016:0211,0,0,0,5.04,1.86
20201016:0311,0,0,0,4.81,1.93
20201016:0411,0,0,0,4.11,1.93
20201016:0511,0,0,0,3.51,1.93
20201016:0611,0,0,0,3.52,1.93
20201016:0711,0,0,0,4.18,2.21
20201016:0811,122.26,155.04,9.38,5.36,2.21
20201016:0911,95.81,125.79,16.79,6.95,2
20201016:1011,457.45,538.23,22.76,8.86,2.83
20201016:1111,597.5,706.31,26.75,9.91,4.07
20201016:1211,68.3,96.08,28.31,10.58,4.21
20201016:1311,341.89,405.54,27.25,11.05,4.28
20201016:1411,52.94,78.12,23.7,11.03,3.93
20201016:1511,194.47,239.16,18.08,11,3.59
20201016:1611,162.31,208.63,10.91,10.73,2.9
20201016:1711,3.69,14.39,2.69,9.85,2.62
20201016:1811,0,0,0,8.98,2.62
20201016:1911,0,0,0,8.1,2.55
20201016:2011,0,0,0,7.52,2.48
20201016:2111,0,0,0,7.04,2.41
20201016:2211,0,0,0,6.68,2.34
20201016:2311,0,0,0,6.5,2.28
20201017:0011,0,0,0,6.39,2.28
20201017:0111,0,0,0,6.64,2.21
20201017:0211,0,0,0,6.68,2.14
20201017:0311,0,0,0,6.95,2.07
20201017:0411,0,0,0,7.04,2.14
20201017:0511,0,0,0,7.24,2.14
20201017:0611,0,0,0,7.23,2.28
20201017:0711,0,0,0,7.48,2.62
20201017:0811,156.83,195.55,9.09,7.86,2.69
20201017:0911,486.74,574.85,16.49,8.68,2.41
20201017:1011,75.44,104.16,22.43,9.83,3.38
20201017:1111,91.38,123.02,26.39,11.06,4.62
20201017:1211,31.5,52.08,27.95,11.54,4.14
20201017:1311,23.76,42.2,26.88,11.45,3.66
20201017:1411,24.44,43.1,23.34,11.59,3.93
20201017:1511,48.33,72.74,17.73,11.41,3.52
20201017:1611,54.22,80.27,10.57,11.07,3.03
20201017:1711,0,5.39,2.36,10.46,2.76
20201017:1811,0,0,0,9.85,2.62
20201017:1911,0,0,0,8.94,2.83
20201017:2011,0,0,0,8.39,2.62
20201017:2111,0,0,0,7.83,2.41
20201017:2211,0,0,0,7.44,2.41
20201017:2311,0,0,0,7.22,2.34
20201018:0011,0,0,0,7.09,2.41
20201018:0111,0,0,0,7.01,2.28
20201018:0211,0,0,0,6.93,2.07
20201018:0311,0,0,0,6.8,2.07
20201018:0411,0,0,0,6.68,2.14
20201018:0511,0,0,0,6.84,2.14
20201018:0611,0,0,0,6.77,2.07
20201018:0711,0,0,0,6.77,1.93
20201018:0811,202.77,247.74,8.81,7.33,1.79
20201018:0911,333.55,395.41,16.18,8.6,1.66
20201018:1011,435.73,518.04,22.1,10.77,2.48
20201018:1111,98.34,131.75,26.04,12.3,3.72
20201018:1211,153.19,194.98,27.58,13.17,3.59
20201018:1311,212.38,262.14,26.51,13.21,3.24
20201018:1411,158.86,200.99,22.98,13.15,3.38
20201018:1511,250.48,305.64,17.38,13.16,3.31
20201018:1611,193.78,249.02,10.24,12.72,2.97
20201018:1711,0,0.9,2.04,12.13,2.9
20201018:1811,0,0,0,11.72,3.1
20201018:1911,0,0,0,10.93,2.9
20201018:2011,0,0,0,10.88,3.1
20201018:2111,0,0,0,10.89,3.38
20201018:2211,0,0,0,11.09,3.52
20201018:2311,0,0,0,11.33,3.59
20201019:0011,0,0,0,11.46,3.79
20201019:0111,0,0,0,11.46,3.93
20201019:0211,0,0,0,11.37,3.93
20201019:0311,0,0,0,11.23,3.86
20201019:0411,0,0,0,11.14,3.72
20201019:0511,0,0,0,11.15,3.79
20201019:0611,0,0,0,11.21,3.93
20201019:0711,0,0,0,11.14,4.48
20201019:0811,5.36,16.16,8.52,11.13,4.62
20201019:0911,13.12,27.84,15.87,11.26,4.76
20201019:1011,14.39,29.63,21.77,11.43,4.76
20201019:1111,23.07,41.31,25.69,11.54,4.9
20201019:1211,36.54,58.37,27.22,11.64,4.9
20201019:1311,56.54,82.61,26.15,11.79,4.76
20201019:1411,39.33,61.96,22.62,12.24,4.76
20201019:1511,37.12,59.27,17.04,12.35,4.48
20201019:1611,8.16,20.65,9.91,12.16,4.07
20201019:1711,0,0.9,1.72,11.67,4
20201019:1811,0,0,0,11.21,4.14
20201019:1911,0,0,0,10.9,3.93
20201019:2011,0,0,0,10.91,4.41
20201019:2111,0,0,0,11.15,4.41
20201019:2211,0,0,0,11.41,4.83
20201019:2311,0,0,0,11.84,5.31
20201020:0011,0,0,0,12.38,4.69
20201020:0111,0,0,0,12.91,4.41
20201020:0211,0,0,0,12.73,4.28
20201020:0311,0,0,0,12.53,4.28
20201020:0411,0,0,0,12.43,4.62
20201020:0511,0,0,0,12.32,5.03
20201020:0611,0,0,0,12.05,5.72
20201020:0711,0,0,0,12.22,6.48
20201020:0811,59.38,85.97,8.24,12.19,7.1
20201020:0911,8.75,21.55,15.57,12.3,7.45
20201020:1011,78.6,108.63,21.44,12.55,7.17
20201020:1111,66.12,94.29,25.35,12.99,7.03
20201020:1211,87.57,119.43,26.86,13.24,7.72
20201020:1311,52.47,78.12,25.79,13.31,7.93
20201020:1411,16.86,33.22,22.26,13.17,7.86
20201020:1511,220.68,268.87,16.69,13.01,7.66
20201020:1611,34.9,56.84,9.58,12.82,6.62
20201020:1711,0,0,0,12.58,6.34
20201020:1811,0,0,0,12.26,5.93
20201020:1911,0,0,0,11.85,5.72
20201020:2011,0,0,0,11.61,5.03
20201020:2111,0,0,0,11.41,4.28
20201020:2211,0,0,0,11.21,4
20201020:2311,0,0,0,10.99,3.72
20201021:0011,0,0,0,10.87,3.52
20201021:0111,0,0,0,10.62,3.17
20201021:0211,0,0,0,10.25,2.83
20201021:0311,0,0,0,9.93,2.48
20201021:0411,0,0,0,9.66,2.14
20201021:0511,0,0,0,9.52,1.86
20201021:0611,0,0,0,9.22,1.59
20201021:0711,0,0,0,9.9,1.52
20201021:0811,144.28,183.7,7.95,10.2,1.86
20201021:0911,27.33,46.69,15.27,10.77,2.97
20201021:1011,13.77,28.73,21.12,11.05,3.52
20201021:1111,65.68,93.39,25,11.54,4
20201021:1211,218.93,267.1,26.5,11.52,3.86
20201021:1311,75.7,105.06,25.43,11.35,3.93
20201021:1411,76.31,105.65,21.91,11.28,4.07
20201021:1511,46.15,70.04,16.36,11.29,4.07
20201021:1611,46.16,70.51,9.25,10.71,3.72
20201021:1711,0,0,0,9.94,4
20201021:1811,0,0,0,9.27,3.93
20201021:1911,0,0,0,8.48,3.72
20201021:2011,0,0,0,7.82,3.31
20201021:2111,0,0,0,7.41,2.97
20201021:2211,0,0,0,6.97,2.69
20201021:2311,0,0,0,6.57,2.76
20201022:0011,0,0,0,6.46,2.9
20201022:0111,0,0,0,6.49,2.9
20201022:0211,0,0,0,6.59,2.97
20201022:0311,0,0,0,6.52,2.9
20201022:0411,0,0,0,6.29,2.76
20201022:0511,0,0,0,6.07,2.41
20201022:0611,0,0,0,5.67,2.07
20201022:0711,0,0,0,5.98,2.28
20201022:0811,87.08,115.79,7.67,5.72,2.07
20201022:0911,318,373.83,14.96,6.7,1.72
20201022:1011,612.02,729.73,20.79,8.07,2.14
20201022:1111,667.06,803.92,24.66,8.97,2.28
20201022:1211,366.45,433.65,26.15,9.67,2.83
20201022:1311,293.44,350.25,25.07,10.12,2.9
20201022:1411,237.66,286.78,21.57,10.1,2.83
20201022:1511,143.78,181.52,16.02,9.97,2.69
20201022:1611,69.19,98.44,8.93,9.72,2.28
20201022:1711,0,0,0,9.22,2.07
20201022:1811,0,0,0,8.77,2.14
20201022:1911,0,0,0,8.03,2.62
20201022:2011,0,0,0,7.79,3.1
20201022:2111,0,0,0,7.78,3.52
20201022:2211,0,0,0,7.87,3.86
20201022:2311,0,0,0,7.87,4.21
20201023:0011,0,0,0,8.09,4.48
20201023:0111,0,0,0,8.45,4.76
20201023:0211,0,0,0,8.78,4.83
20201023:0311,0,0,0,8.72,4.28
20201023:0411,0,0,0,8.71,3.59
20201023:0511,0,0,0,8.46,3.31
20201023:0611,0,0,0,7.86,2.97
20201023:0711,0,0,0,6.73,2.97
20201023:0811,205.05,248.78,7.39,6.3,2.62
20201023:0911,366.72,427.98,14.66,6.93,2.62
20201023:1011,367.61,429.91,20.47,7.8,2.9
20201023:1111,652.09,771.76,24.32,8.53,3.52
20201023:1211,568.55,668.65,25.79,9.29,4
20201023:1311,697.33,828.93,24.72,9.76,4.21
20201023:1411,378.82,444.41,21.22,10.03,4.62
20201023:1511,262.9,314.9,15.69,9.89,3.72
20201023:1611,84.64,116.96,8.62,9.66,3.24
20201023:1711,0,0,0,9.11,3.17
20201023:1811,0,0,0,8.56,3.52
20201023:1911,0,0,0,8.62,4.07
20201023:2011,0,0,0,8.77,4.83
20201023:2111,0,0,0,9.13,5.38
20201023:2211,0,0,0,9.73,6.28
20201023:2311,0,0,0,10.42,7.1
20201024:0011,0,0,0,10.79,7.59
20201024:0111,0,0,0,11.09,7.86
20201024:0211,0,0,0,11.09,7.31
20201024:0311,0,0,0,11.28,6.34
20201024:0411,0,0,0,11.02,5.31
20201024:0511,0,0,0,10.13,5.03
20201024:0611,0,0,0,9.32,4.48
20201024:0711,0,0,0,8.89,4.41
20201024:0811,72.53,100.23,7.1,8.7,4.14
20201024:0911,99.68,130.37,14.36,8.7,3.93
20201024:1011,336.29,394.63,20.15,9.02,3.79
20201024:1111,267.79,318.24,23.98,9.6,4.55
20201024:1211,163.82,203.51,25.44,9.84,4.34
20201024:1311,86.85,117.39,24.37,10.51,5.17
20201024:1411,511.82,599.87,20.88,10.42,4.9
20201024:1511,368.31,434.26,15.37,9.99,4.76
20201024:1611,154.04,199.28,8.31,9.69,4.62
20201024:1711,0,0,0,8.97,4.14
20201024:1811,0,0,0,8.35,4.14
20201024:1911,0,0,0,7.56,4.07
20201024:2011,0,0,0,7.34,4.14
20201024:2111,0,0,0,7.21,4.34
20201024:2211,0,0,0,7.15,4.48
20201024:2311,0,0,0,7.19,4.69
20201025:0011,0,0,0,7.26,4.76
20201025:0111,0,0,0,7.38,4.69
20201025:0211,0,0,0,7.45,4.55
20201025:0311,0,0,0,7.36,4.48
20201025:0411,0,0,0,7.09,4.21
20201025:0511,0,0,0,7.02,3.93
20201025:0611,0,0,0,6.81,3.79
20201025:0711,0,0,0,6.43,3.79
20201025:0811,180.93,221.34,6.82,6.55,3.72
20201025:0911,411.55,479.11,14.06,7.22,3.1
20201025:1011,603.83,707.18,19.83,8.09,3.86
20201025:1111,724.13,849.59,23.64,9.29,5.93
20201025:1211,644.59,755.89,25.1,9.84,5.59
20201025:1311,627.67,736.47,24.02,10.37,5.66
20201025:1411,271.4,322.82,20.54,10.37,5.03
20201025:1511,91.22,121.97,15.04,10.32,4.97
20201025:1611,2.8,11.67,8,9.81,4.48
20201025:1711,0,0,0,9.17,4.34
20201025:1811,0,0,0,8.48,4.28
20201025:1911,0,0,0,8,4.14
20201025:2011,0,0,0,7.77,4.28
20201025:2111,0,0,0,7.59,4.48
20201025:2211,0,0,0,7.62,4.9
20201025:2311,0,0,0,7.8,5.17
20201026:0011,0,0,0,7.93,5.1
20201026:0111,0,0,0,8.12,5.1
20201026:0211,0,0,0,8.61,5.17
20201026:0311,0,0,0,8.87,5.59
20201026:0411,0,0,0,8.73,5.1
20201026:0511,0,0,0,8.27,4.55
20201026:0611,0,0,0,8.13,4.41
20201026:0711,0,0,0,8.05,4.34
20201026:0811,158.31,197.14,6.54,8.12,4.41
20201026:0911,335.29,391.51,13.76,8.57,4.62
20201026:1011,451.49,524.51,19.51,9.13,5.03
20201026:1111,409.89,478.68,23.3,9.62,4.83
20201026:1211,427.75,501.11,24.75,10.04,4.62
20201026:1311,436.71,512.01,23.68,10.3,4.62
20201026:1411,210.15,254.73,20.21,10.31,4.55
20201026:1511,316.44,375.53,14.72,10.18,4.48
20201026:1611,44.11,68.06,7.69,9.63,3.93
20201026:1711,0,0,0,9.04,3.52
20201026:1811,0,0,0,8.32,3.17
20201026:1911,0,0,0,7.81,2.83
20201026:2011,0,0,0,7.46,2.48
20201026:2111,0,0,0,7.06,2.41
20201026:2211,0,0,0,6.98,2.28
20201026:2311,0,0,0,7.07,2.55
20201027:0011,0,0,0,7.32,2.97
20201027:0111,0,0,0,7.42,3.38
20201027:0211,0,0,0,7.9,3.93
20201027:0311,0,0,0,8.64,4.41
20201027:0411,0,0,0,9.33,4.62
20201027:0511,0,0,0,9.92,4.28
20201027:0611,0,0,0,10.35,3.52
20201027:0711,0,0,0,10.71,3.45
20201027:0811,48.23,72.4,6.26,10.69,4.28
20201027:0911,87.64,117.33,13.46,10,4.48
20201027:1011,521.02,607.05,19.19,9.6,5.03
20201027:1111,214.91,258.75,22.97,9.17,4.76
20201027:1211,672.4,791.86,24.41,9.38,4.83
20201027:1311,582.76,682.47,23.34,10.01,5.17
20201027:1411,85.73,115.63,19.88,9.91,5.52
20201027:1511,77.82,106.14,14.41,9,4.34
20201027:1611,125.26,165.42,7.4,9,4.28
20201027:1711,0,0,0,8.53,4.48
20201027:1811,0,0,0,8.29,4.48
20201027:1911,0,0,0,8.05,4.34
20201027:2011,0,0,0,8.12,4.34
20201027:2111,0,0,0,8.02,4.48
20201027:2211,0,0,0,7.66,4.62
20201027:2311,0,0,0,7.46,4.76
20201028:0011,0,0,0,7.4,4.76
20201028:0111,0,0,0,7.27,4.76
20201028:0211,0,0,0,7.26,4.9
20201028:0311,0,0,0,7.13,4.9
20201028:0411,0,0,0,6.98,4.97
20201028:0511,0,0,0,6.97,4.83
20201028:0611,0,0,0,6.84,4.55
20201028:0711,0,0,0,6.61,4.07
20201028:0811,121.59,154.98,5.98,6.6,4.07
20201028:0911,37.35,58.37,13.17,7.23,4.34
20201028:1011,487.9,564.16,18.88,8.05,4.97
20201028:1111,692.43,806.81,22.64,8.63,6.07
20201028:1211,721.69,844.57,24.07,9.05,6.14
20201028:1311,240.82,286.87,23,9.33,6.21
20201028:1411,556.61,645.85,19.56,8.92,5.72
20201028:1511,343.01,400.96,14.1,8.54,6.21
20201028:1611,128.37,168.19,7.1,7.94,5.86
20201028:1711,0,0,0,7.66,5.17
20201028:1811,0,0,0,7.4,4.97
20201028:1911,0,0,0,7.12,4.69
20201028:2011,0,0,0,6.97,4.48
20201028:2111,0,0,0,7.01,4.34
20201028:2211,0,0,0,6.84,4.14
20201028:2311,0,0,0,7,3.72
20201029:0011,0,0,0,7.38,3.52
20201029:0111,0,0,0,7.54,3.52
20201029:0211,0,0,0,7.74,3.66
20201029:0311,0,0,0,8.3,3.86
20201029:0411,0,0,0,9.19,4.21
20201029:0511,0,0,0,10.29,5.03
20201029:0611,0,0,0,11.28,5.72
20201029:0711,0,0,0,11.73,5.17
20201029:0811,2.28,10.78,5.7,12.25,5.31
20201029:0911,20.22,37.71,12.87,12.71,6.07
20201029:1011,25.67,44.9,18.56,12.97,6.41
20201029:1111,37.71,60.16,22.31,13.22,6.14
20201029:1211,18.14,35.02,23.74,13.47,6.28
20201029:1311,26.96,46.69,22.67,13.71,6.21
20201029:1411,9.85,23.35,19.24,13.9,6.28
20201029:1511,28.32,48.49,13.79,13.97,6.21
20201029:1611,9.25,22.45,6.81,14.05,6.21
20201029:1711,0,0,0,13.94,6.14
20201029:1811,0,0,0,13.83,6
20201029:1911,0,0,0,13.98,6.14
20201029:2011,0,0,0,14.08,6
20201029:2111,0,0,0,14.15,6
20201029:2211,0,0,0,14.19,5.66
20201029:2311,0,0,0,13.96,5.03
20201030:0011,0,0,0,13.34,4.28
20201030:0111,0,0,0,12.55,3.52
20201030:0211,0,0,0,11.79,2.83
20201030:0311,0,0,0,11.14,2.41
20201030:0411,0,0,0,10.6,2.41
20201030:0511,0,0,0,10.11,2.55
20201030:0611,0,0,0,9.76,2.41
20201030:0711,0,0,0,9.39,2.9
20201030:0811,63.26,89.89,5.43,9.1,2.62
20201030:0911,59.45,84.94,12.58,9.08,2.34
20201030:1011,366.59,432.15,18.25,9.4,2.62
20201030:1111,492.6,581.25,21.99,9.89,3.17
20201030:1211,392.31,463.26,23.41,10.01,3.03
20201030:1311,558.9,668.03,22.34,10.2,2.41
20201030:1411,421.12,501.86,18.92,10.27,1.86
20201030:1511,370.16,446.54,13.49,10.25,1.17
20201030:1611,67.45,97.71,6.52,10.04,1.17
20201030:1711,0,0,0,9.23,1.86
20201030:1811,0,0,0,8.17,2.55
20201030:1911,0,0,0,7.89,3.31
20201030:2011,0,0,0,7.81,3.86
20201030:2111,0,0,0,8.35,4.62
20201030:2211,0,0,0,9.43,5.17
20201030:2311,0,0,0,10.43,5.1
20201031:0011,0,0,0,11.67,4.83
20201031:0111,0,0,0,12.94,5.45
20201031:0211,0,0,0,13.62,6.07
20201031:0311,0,0,0,13.86,6.62
20201031:0411,0,0,0,13.96,7.1
20201031:0511,0,0,0,14.09,7.72
20201031:0611,0,0,0,14.04,8.28
20201031:0711,0,0,0,14.1,7.72
20201031:0811,1.83,9.88,5.15,11.92,8.55
20201031:0911,27.6,46.69,12.29,9.25,7.79
20201031:1011,137.09,171.67,17.95,9.28,8.41
20201031:1111,312.21,365.14,21.67,9.65,7.1
20201031:1211,623.48,722.77,23.08,9.87,7.38
20201031:1311,270.25,319.38,22.02,10.12,7.38
20201031:1411,174.36,213.88,18.61,10.18,6.76
20201031:1511,105.2,137.22,13.2,9.87,6.28
20201031:1611,20.31,37.7,6.24,9.28,5.45
20201031:1711,0,0,0,8.84,4.83
20201031:1811,0,0,0,8.55,4
20201031:1911,0,0,0,8.37,3.86
20201031:2011,0,0,0,8.28,4.28
20201031:2111,0,0,0,7.92,4.83
20201031:2211,0,0,0,7.68,5.59
20201031:2311,0,0,0,7.82,6.62
20201101:0011,0,0,0,8.41,7.38
20201101:0111,0,0,0,9.43,8
20201101:0211,0,0,0,10.05,7.31
20201101:0311,0,0,0,11.09,5.79
20201101:0411,0,0,0,11.2,6.34
20201101:0511,0,0,0,9.44,5.79
20201101:0611,0,0,0,8.82,5.31
20201101:0711,0,0,0,9.15,5.1
20201101:0811,2.33,10.78,4.88,9.3,5.1
20201101:0911,115.36,147.91,12,9.74,5.24
20201101:1011,191.71,233.81,17.64,10.7,4.69
20201101:1111,19.02,35.92,21.35,11.26,4.41
20201101:1211,13.1,27.84,22.76,11.51,4.83
20201101:1311,24.49,43.1,21.7,11.36,5.38
20201101:1411,42.49,65.55,18.3,11.1,4.07
20201101:1511,31.57,52.08,12.9,10.98,3.03
20201101:1611,120.15,162.39,5.97,11.25,2.83
20201101:1711,0,0,0,12.08,3.17
20201101:1811,0,0,0,12.54,2.97
20201101:1911,0,0,0,12.95,3.38
20201101:2011,0,0,0,11.98,2.76
20201101:2111,0,0,0,10.67,2.76
20201101:2211,0,0,0,9.36,2.55
20201101:2311,0,0,0,8.55,2.28
20201102:0011,0,0,0,8.17,2.55
20201102:0111,0,0,0,8,3.03
20201102:0211,0,0,0,7.86,3.66
20201102:0311,0,0,0,7.6,4.34
20201102:0411,0,0,0,7.39,4.28
20201102:0511,0,0,0,7.1,4.07
20201102:0611,0,0,0,7.01,4.21
20201102:0711,0,0,0,6.93,4.28
20201102:0811,0,4.49,4.6,7.3,4.69
20201102:0911,8.97,21.55,11.71,7.86,5.31
20201102:1011,497.43,572.11,17.34,8.14,6.14
20201102:1111,55.17,79.92,21.04,8.57,5.52
20201102:1211,207.2,248.81,22.44,8.42,6
20201102:1311,85.31,114.14,21.38,7.88,6.97
20201102:1411,29.38,48.49,18,6.84,7.03
20201102:1511,22.96,40.41,12.62,6.81,6.41
20201102:1611,85.28,117.69,5.7,6.52,6.48
20201102:1711,0,0,0,6.24,5.59
20201102:1811,0,0,0,6.13,4.76
20201102:1911,0,0,0,5.71,4.21
20201102:2011,0,0,0,5.34,4
20201102:2111,0,0,0,5.1,4
20201102:2211,0,0,0,4.98,3.79
20201102:2311,0,0,0,4.82,3.72
20201103:0011,0,0,0,4.69,3.79
20201103:0111,0,0,0,4.65,4.21
20201103:0211,0,0,0,4.72,4.69
20201103:0311,0,0,0,4.96,4.97
20201103:0411,0,0,0,5.32,5.31
20201103:0511,0,0,0,5.51,5.31
20201103:0611,0,0,0,5.68,4.9
20201103:0711,0,0,0,5.55,4.14
20201103:0811,0.65,7.18,4.33,5.29,3.79
20201103:0911,417.54,479.82,11.42,5.67,4.21
20201103:1011,253.51,297.36,17.04,6.33,3.93
20201103:1111,688.96,809.59,20.72,7.04,3.79
20201103:1211,506.98,589.69,22.12,7.6,3.79
20201103:1311,167.85,205.78,21.07,7.79,3.93
20201103:1411,179.89,218.35,17.7,7.44,3.93
20201103:1511,262.89,311.05,12.33,7.08,3.86
20201103:1611,0,4.49,5.43,6.89,3.52
20201103:1711,0,0,0,6.31,3.1
20201103:1811,0,0,0,6,2.76
20201103:1911,0,0,0,5.12,2.41
20201103:2011,0,0,0,4.57,2.41
20201103:2111,0,0,0,4.29,2.21
20201103:2211,0,0,0,3.81,2.21
20201103:2311,0,0,0,3.72,2.21
20201104:0011,0,0,0,3.48,2.14
20201104:0111,0,0,0,3.23,2.07
20201104:0211,0,0,0,3.05,1.93
20201104:0311,0,0,0,2.85,2
20201104:0411,0,0,0,2.67,2
20201104:0511,0,0,0,2.54,2
20201104:0611,0,0,0,2.34,1.93
20201104:0711,0,0,0,2.01,2.07
20201104:0811,9.98,22.61,4.06,1.98,2.07
20201104:0911,174.68,209.27,11.14,3.13,1.59
20201104:1011,182.55,220.83,16.74,5.72,1.31
20201104:1111,436.23,513.46,20.42,7.39,1.66
